Date,Adj Close,Fast %K,Slow %K(D),Slow %D(J),J Binary(80%),J Binary(50%),Open,High,Low,Close,Volume,macd,macds,macdo,VIX,Bullish,Neutral,Bearish,Bullish 8-Week Mov Avg,Bull-Bear Spread,Fear Greed,Put Call
2013-08-20,1652.3500 ,10.1990 ,9.8711 ,18.3376 ,0.0000 ,0.0000 ,1646.8101 ,1658.9200 ,1646.0800 ,1652.3500 ,2994090000.0000 ,-1.7555 ,6.0048 ,-7.7602 ,14.9100 ,0.35 ,0.3700 ,0.28 ,0.4000 ,0.0600 ,26.0000 ,0.6100 
2013-08-21,1642.8000 ,4.7978 ,5.2658 ,11.2490 ,0.0000 ,0.0000 ,1650.6600 ,1656.9900 ,1639.4301 ,1642.8000 ,2932180000.0000 ,-4.0304 ,3.9977 ,-8.0281 ,15.9400 ,0.35 ,0.3700 ,0.28 ,0.4000 ,0.0600 ,26.0000 ,0.6400 
2013-08-22,1656.9600 ,24.9572 ,9.1884 ,8.1084 ,0.0000 ,0.0000 ,1645.0300 ,1659.5500 ,1645.0300 ,1656.9600 ,2537460000.0000 ,-4.6372 ,2.2708 ,-6.9080 ,14.7600 ,0.29 ,0.2800 ,0.43 ,0.4000 ,-0.1400 ,32.0000 ,0.5500 
2013-08-23,1663.5000 ,34.4793 ,14.9556 ,9.8033 ,0.0000 ,0.0000 ,1659.9200 ,1664.8500 ,1654.8101 ,1663.5000 ,2582670000.0000 ,-4.5381 ,0.9090 ,-5.4471 ,13.9800 ,0.29 ,0.2800 ,0.43 ,0.4000 ,-0.1400 ,27.0000 ,0.6000 
2013-08-26,1656.7800 ,26.1452 ,20.1157 ,14.7532 ,0.0000 ,0.0000 ,1664.2900 ,1669.5100 ,1656.0200 ,1656.7800 ,2430670000.0000 ,-4.9448 ,-0.2618 ,-4.6830 ,14.9900 ,0.29 ,0.2800 ,0.43 ,0.4000 ,-0.1400 ,25.0000 ,0.6100 
2013-08-27,1630.4800 ,2.0103 ,18.4780 ,17.8498 ,0.0000 ,0.0000 ,1652.5400 ,1652.5400 ,1629.0500 ,1630.4800 ,3219190000.0000 ,-7.3051 ,-1.6704 ,-5.6346 ,16.7700 ,0.29 ,0.2800 ,0.43 ,0.4000 ,-0.1400 ,18.0000 ,0.6800 
2013-08-28,1634.9600 ,10.3012 ,19.5786 ,19.3908 ,0.0000 ,0.0000 ,1630.2500 ,1641.1801 ,1627.4700 ,1634.9600 ,2784010000.0000 ,-8.7137 ,-3.0791 ,-5.6346 ,16.4900 ,0.29 ,0.2800 ,0.43 ,0.4000 ,-0.1400 ,24.0000 ,0.5500 
2013-08-29,1638.1700 ,14.8715 ,17.5615 ,18.5394 ,0.0000 ,0.0000 ,1633.5000 ,1646.4100 ,1630.8800 ,1638.1700 ,2527550000.0000 ,-9.4619 ,-4.3556 ,-5.1063 ,16.8100 ,0.34 ,0.3600 ,0.31 ,0.3900 ,0.0300 ,23.0000 ,0.6000 
2013-08-30,1632.9700 ,7.9319 ,12.2520 ,16.4641 ,0.0000 ,0.0000 ,1638.8900 ,1640.0800 ,1628.0500 ,1632.9700 ,2734300000.0000 ,-10.3551 ,-5.5555 ,-4.7996 ,17.0100 ,0.34 ,0.3600 ,0.31 ,0.3900 ,0.0300 ,20.0000 ,0.6700 
2013-09-03,1639.7700 ,17.7387 ,10.5707 ,13.4614 ,0.0000 ,0.0000 ,1635.9500 ,1651.3500 ,1633.4100 ,1639.7700 ,3731610000.0000 ,-10.3945 ,-6.5233 ,-3.8712 ,16.6100 ,0.34 ,0.3600 ,0.31 ,0.3900 ,0.0300 ,17.0000 ,0.5400 
2013-09-04,1653.0800 ,37.6340 ,17.6955 ,13.5061 ,0.0000 ,0.0000 ,1640.7200 ,1655.7200 ,1637.4100 ,1653.0800 ,3312150000.0000 ,-9.2451 ,-7.0677 ,-2.1774 ,15.8800 ,0.34 ,0.3600 ,0.31 ,0.3900 ,0.0300 ,28.0000 ,0.5400 
2013-09-05,1655.0800 ,52.9535 ,26.2260 ,18.1641 ,0.0000 ,0.0000 ,1653.2800 ,1659.1700 ,1653.0699 ,1655.0800 ,2957110000.0000 ,-8.0797 ,-7.2701 ,-0.8096 ,15.7700 ,0.36 ,0.3300 ,0.31 ,0.3800 ,0.0400 ,33.0000 ,0.5200 
2013-09-06,1655.1700 ,65.8897 ,36.4296 ,26.7837 ,0.0000 ,0.0000 ,1657.4399 ,1664.8300 ,1640.6200 ,1655.1700 ,3123880000.0000 ,-7.0673 ,-7.2295 ,0.1622 ,15.8500 ,0.36 ,0.3300 ,0.31 ,0.3800 ,0.0400 ,36.0000 ,0.5000 
2013-09-09,1671.7100 ,98.4641 ,54.5360 ,39.0639 ,0.0000 ,0.0000 ,1656.8500 ,1672.4000 ,1656.8500 ,1671.7100 ,3102780000.0000 ,-4.8742 ,-6.7585 ,1.8842 ,15.6300 ,0.36 ,0.3300 ,0.31 ,0.3800 ,0.0400 ,43.0000 ,0.4500 
2013-09-10,1683.9900 ,99.8234 ,70.9530 ,53.9729 ,0.0000 ,1.0000 ,1675.1100 ,1684.0900 ,1675.1100 ,1683.9900 ,3691800000.0000 ,-2.1208 ,-5.8309 ,3.7101 ,14.5300 ,0.36 ,0.3300 ,0.31 ,0.3800 ,0.0400 ,52.0000 ,0.4800 
2013-09-11,1689.1300 ,100.0000 ,83.4262 ,69.6384 ,0.0000 ,1.0000 ,1681.0400 ,1689.1300 ,1678.7000 ,1689.1300 ,3135460000.0000 ,0.4706 ,-4.5706 ,5.0412 ,13.8200 ,0.36 ,0.3300 ,0.31 ,0.3800 ,0.0400 ,47.0000 ,0.6100 
2013-09-12,1683.4200 ,89.5201 ,90.7395 ,81.7062 ,1.0000 ,1.0000 ,1689.2100 ,1689.9700 ,1681.9600 ,1683.4200 ,3106290000.0000 ,2.0400 ,-3.2485 ,5.2885 ,14.2900 ,0.46 ,0.3000 ,0.25 ,0.3700 ,0.2100 ,46.0000 ,0.6300 
2013-09-13,1687.9900 ,96.8320 ,96.9279 ,90.3645 ,1.0000 ,1.0000 ,1685.0400 ,1688.7300 ,1682.2200 ,1687.9900 ,2736500000.0000 ,3.6110 ,-1.8766 ,5.4876 ,14.1600 ,0.46 ,0.3000 ,0.25 ,0.3700 ,0.2100 ,48.0000 ,0.6000 
2013-09-16,1697.6000 ,90.5137 ,95.3379 ,94.3351 ,1.0000 ,1.0000 ,1691.7000 ,1704.9500 ,1691.7000 ,1697.6000 ,3079800000.0000 ,5.5672 ,-0.3878 ,5.9551 ,14.3800 ,0.46 ,0.3000 ,0.25 ,0.3700 ,0.2100 ,50.0000 ,0.5700 
2013-09-17,1704.7600 ,99.0263 ,95.1784 ,95.8147 ,1.0000 ,1.0000 ,1697.7300 ,1705.5200 ,1697.7300 ,1704.7600 ,2774240000.0000 ,7.6076 ,1.2112 ,6.3964 ,14.5300 ,0.46 ,0.3000 ,0.25 ,0.3700 ,0.2100 ,54.0000 ,0.5700 
2013-09-18,1725.5200 ,96.1558 ,94.4096 ,94.9753 ,1.0000 ,1.0000 ,1705.7400 ,1729.4399 ,1700.3500 ,1725.5200 ,3989760000.0000 ,10.7756 ,3.1241 ,7.6515 ,13.5900 ,0.46 ,0.3000 ,0.25 ,0.3700 ,0.2100 ,56.0000 ,0.5300 
2013-09-19,1722.3400 ,92.6137 ,95.0283 ,94.8721 ,1.0000 ,1.0000 ,1727.3400 ,1729.8600 ,1720.2000 ,1722.3400 ,3740130000.0000 ,12.8811 ,5.0755 ,7.8056 ,13.1600 ,0.45 ,0.2500 ,0.30 ,0.3700 ,0.1500 ,62.0000 ,0.5700 
2013-09-20,1709.9100 ,80.4047 ,91.7428 ,93.7269 ,1.0000 ,1.0000 ,1722.4399 ,1725.2300 ,1708.8900 ,1709.9100 ,5074030000.0000 ,13.3924 ,6.7389 ,6.6535 ,13.1200 ,0.45 ,0.2500 ,0.30 ,0.3700 ,0.1500 ,57.0000 ,0.6000 
2013-09-23,1701.8400 ,70.9486 ,87.8298 ,91.5336 ,1.0000 ,1.0000 ,1711.4399 ,1711.4399 ,1697.1000 ,1701.8400 ,3126950000.0000 ,12.9966 ,7.9905 ,5.0062 ,14.3100 ,0.45 ,0.2500 ,0.30 ,0.3700 ,0.1500 ,49.0000 ,0.7000 
2013-09-24,1697.4200 ,64.9108 ,81.0067 ,86.8598 ,1.0000 ,1.0000 ,1702.6000 ,1707.6300 ,1694.9000 ,1697.4200 ,3268930000.0000 ,12.1858 ,8.8295 ,3.3563 ,14.0800 ,0.45 ,0.2500 ,0.30 ,0.3700 ,0.1500 ,48.0000 ,0.5600 
2013-09-25,1692.7700 ,58.4380 ,73.4632 ,80.7666 ,1.0000 ,1.0000 ,1698.0200 ,1701.7100 ,1691.8800 ,1692.7700 ,3148730000.0000 ,11.0408 ,9.2718 ,1.7690 ,14.0100 ,0.45 ,0.2500 ,0.30 ,0.3700 ,0.1500 ,47.0000 ,0.6200 
2013-09-26,1698.6700 ,65.0494 ,67.9503 ,74.1401 ,0.0000 ,1.0000 ,1694.0500 ,1703.8500 ,1693.1100 ,1698.6700 ,2813930000.0000 ,10.4885 ,9.5151 ,0.9734 ,14.0600 ,0.36 ,0.3300 ,0.31 ,0.3700 ,0.0500 ,39.0000 ,0.4900 
2013-09-27,1691.7500 ,47.8017 ,61.4297 ,67.6144 ,0.0000 ,1.0000 ,1695.5200 ,1695.5200 ,1687.1100 ,1691.7500 ,2951700000.0000 ,9.3843 ,9.4890 ,-0.1047 ,15.4600 ,0.36 ,0.3300 ,0.31 ,0.3700 ,0.0500 ,41.0000 ,0.7000 
2013-09-30,1681.5500 ,11.9556 ,49.6311 ,59.6704 ,0.0000 ,1.0000 ,1687.2600 ,1687.2600 ,1674.9900 ,1681.5500 ,3308630000.0000 ,7.5985 ,9.1109 ,-1.5124 ,16.6000 ,0.36 ,0.3300 ,0.31 ,0.3700 ,0.0500 ,35.0000 ,0.7600 
2013-10-01,1695.0000 ,36.4680 ,43.9425 ,51.6678 ,0.0000 ,1.0000 ,1682.4100 ,1696.5500 ,1682.0699 ,1695.0000 ,3238690000.0000 ,7.1857 ,8.7258 ,-1.5401 ,15.5400 ,0.36 ,0.3300 ,0.31 ,0.3700 ,0.0500 ,40.0000 ,0.5300 
2013-10-02,1693.8700 ,34.4086 ,39.1367 ,44.2368 ,0.0000 ,0.0000 ,1691.9000 ,1693.8700 ,1680.3400 ,1693.8700 ,3148600000.0000 ,6.6903 ,8.3187 ,-1.6284 ,16.6000 ,0.36 ,0.3300 ,0.31 ,0.3700 ,0.0500 ,35.0000 ,0.6100 
2013-10-03,1678.6600 ,13.9497 ,28.9167 ,37.3320 ,0.0000 ,0.0000 ,1692.3500 ,1692.3500 ,1670.3600 ,1678.6600 ,3279650000.0000 ,5.0126 ,7.6575 ,-2.6449 ,17.6700 ,0.38 ,0.3200 ,0.30 ,0.3700 ,0.0800 ,29.0000 ,0.6900 
2013-10-04,1690.5000 ,33.8488 ,26.1261 ,31.3932 ,0.0000 ,0.0000 ,1678.7900 ,1691.9399 ,1677.3300 ,1690.5000 ,2880270000.0000 ,4.5855 ,7.0431 ,-2.4576 ,16.7400 ,0.38 ,0.3200 ,0.30 ,0.3700 ,0.0800 ,34.0000 ,0.5900 
2013-10-07,1676.1200 ,9.6807 ,25.6712 ,26.9047 ,0.0000 ,0.0000 ,1687.1500 ,1687.1500 ,1674.7000 ,1676.1200 ,2678490000.0000 ,3.0515 ,6.2448 ,-3.1933 ,19.4100 ,0.38 ,0.3200 ,0.30 ,0.3700 ,0.0800 ,27.0000 ,0.6000 
2013-10-08,1655.4500 ,0.5612 ,18.4898 ,23.4290 ,0.0000 ,0.0000 ,1676.2200 ,1676.7900 ,1655.0300 ,1655.4500 ,3569230000.0000 ,0.1660 ,5.0290 ,-4.8630 ,20.3400 ,0.38 ,0.3200 ,0.30 ,0.3700 ,0.0800 ,20.0000 ,0.7200 
2013-10-09,1656.4000 ,11.9080 ,13.9896 ,19.3835 ,0.0000 ,0.0000 ,1656.9900 ,1662.4700 ,1646.4700 ,1656.4000 ,3577840000.0000 ,-2.0208 ,3.6190 ,-5.6399 ,19.6000 ,0.38 ,0.3200 ,0.30 ,0.3700 ,0.0800 ,29.0000 ,0.6900 
2013-10-10,1692.5601 ,58.5197 ,22.9036 ,18.4610 ,0.0000 ,0.0000 ,1660.8800 ,1692.5601 ,1660.8800 ,1692.5601 ,3362300000.0000 ,-0.8266 ,2.7299 ,-3.5565 ,16.4800 ,0.41 ,0.2500 ,0.34 ,0.3800 ,0.0800 ,35.0000 ,0.6300 
2013-10-11,1703.2000 ,87.3172 ,33.5973 ,23.4969 ,0.0000 ,0.0000 ,1691.0900 ,1703.4399 ,1688.5200 ,1703.2000 ,2944670000.0000 ,0.9673 ,2.3774 ,-1.4101 ,15.7200 ,0.41 ,0.2500 ,0.34 ,0.3800 ,0.0800 ,31.0000 ,0.6000 
2013-10-14,1710.1400 ,98.6214 ,51.3855 ,35.9622 ,0.0000 ,0.0000 ,1699.8600 ,1711.0300 ,1692.1300 ,1710.1400 ,2580580000.0000 ,2.9153 ,2.4850 ,0.4303 ,16.0700 ,0.41 ,0.2500 ,0.34 ,0.3800 ,0.0800 ,39.0000 ,0.5900 
2013-10-15,1698.0601 ,79.2475 ,67.1227 ,50.7019 ,0.0000 ,1.0000 ,1709.1700 ,1711.5699 ,1695.9301 ,1698.0601 ,3327740000.0000 ,3.4447 ,2.6769 ,0.7678 ,18.6600 ,0.41 ,0.2500 ,0.34 ,0.3800 ,0.0800 ,39.0000 ,0.6600 
2013-10-16,1721.5400 ,99.7078 ,84.6827 ,67.7303 ,0.0000 ,1.0000 ,1700.4900 ,1721.7600 ,1700.4900 ,1721.5400 ,3486180000.0000 ,5.6933 ,3.2802 ,2.4131 ,14.7100 ,0.41 ,0.2500 ,0.34 ,0.3800 ,0.0800 ,46.0000 ,0.5400 
2013-10-17,1733.1500 ,99.6552 ,92.9098 ,81.5718 ,1.0000 ,1.0000 ,1720.1700 ,1733.4500 ,1714.1200 ,1733.1500 ,3453590000.0000 ,8.3162 ,4.2874 ,4.0288 ,13.4800 ,0.46 ,0.2900 ,0.25 ,0.4000 ,0.2100 ,48.0000 ,0.5400 
2013-10-18,1744.5000 ,99.1804 ,95.2825 ,90.9583 ,1.0000 ,1.0000 ,1736.7200 ,1745.3101 ,1735.7400 ,1744.5000 ,3664890000.0000 ,11.1819 ,5.6663 ,5.5156 ,13.0400 ,0.46 ,0.2900 ,0.25 ,0.4000 ,0.2100 ,56.0000 ,0.4600 
2013-10-21,1744.6600 ,96.9108 ,94.9403 ,94.3775 ,1.0000 ,1.0000 ,1745.2000 ,1747.7900 ,1740.6700 ,1744.6600 ,3052710000.0000 ,13.3124 ,7.1955 ,6.1169 ,13.1600 ,0.46 ,0.2900 ,0.25 ,0.4000 ,0.2100 ,53.0000 ,0.5300 
2013-10-22,1754.6700 ,95.8711 ,98.2651 ,96.1626 ,1.0000 ,1.0000 ,1746.4800 ,1759.3300 ,1746.4800 ,1754.6700 ,3850840000.0000 ,15.6284 ,8.8821 ,6.7463 ,13.3300 ,0.46 ,0.2900 ,0.25 ,0.4000 ,0.2100 ,55.0000 ,0.5400 
2013-10-23,1746.3800 ,88.5256 ,96.0286 ,96.4113 ,1.0000 ,1.0000 ,1752.2700 ,1752.2700 ,1740.5000 ,1746.3800 ,3713380000.0000 ,16.6035 ,10.4264 ,6.1772 ,13.4200 ,0.46 ,0.2900 ,0.25 ,0.4000 ,0.2100 ,61.0000 ,0.5800 
2013-10-24,1752.0699 ,93.5672 ,94.8110 ,96.3682 ,1.0000 ,1.0000 ,1747.4800 ,1753.9399 ,1745.5000 ,1752.0699 ,3671700000.0000 ,17.6322 ,11.8675 ,5.7647 ,13.2000 ,0.49 ,0.3300 ,0.18 ,0.4200 ,0.3200 ,62.0000 ,0.6000 
2013-10-25,1759.7700 ,99.9560 ,94.9661 ,95.2686 ,1.0000 ,1.0000 ,1756.0100 ,1759.8199 ,1752.4500 ,1759.7700 ,3175720000.0000 ,18.8515 ,13.2643 ,5.5871 ,13.0900 ,0.49 ,0.3300 ,0.18 ,0.4200 ,0.3200 ,62.0000 ,0.6400 
2013-10-28,1762.1100 ,97.5700 ,95.0980 ,94.9584 ,1.0000 ,1.0000 ,1759.4200 ,1764.9900 ,1757.6700 ,1762.1100 ,3282300000.0000 ,19.7786 ,14.5672 ,5.2114 ,13.3100 ,0.49 ,0.3300 ,0.18 ,0.4200 ,0.3200 ,64.0000 ,0.5300 
2013-10-29,1771.9500 ,99.8885 ,95.9015 ,95.3219 ,1.0000 ,1.0000 ,1762.9301 ,1772.0900 ,1762.9301 ,1771.9500 ,3358460000.0000 ,21.0645 ,15.8666 ,5.1978 ,13.4100 ,0.49 ,0.3300 ,0.18 ,0.4200 ,0.3200 ,64.0000 ,0.5200 
2013-10-30,1763.3101 ,89.5838 ,96.1131 ,95.7042 ,1.0000 ,1.0000 ,1772.2700 ,1775.2200 ,1757.2400 ,1763.3101 ,3523040000.0000 ,21.1427 ,16.9218 ,4.2208 ,13.6500 ,0.49 ,0.3300 ,0.18 ,0.4200 ,0.3200 ,64.0000 ,0.6000 
2013-10-31,1756.5400 ,78.4545 ,93.0906 ,95.0350 ,1.0000 ,1.0000 ,1763.2400 ,1768.5300 ,1755.7200 ,1756.5400 ,3826530000.0000 ,20.4229 ,17.6221 ,2.8009 ,13.7500 ,0.45 ,0.3400 ,0.21 ,0.4300 ,0.2300 ,66.0000 ,0.5700 
2013-11-01,1761.6400 ,83.6563 ,89.8306 ,93.0114 ,1.0000 ,1.0000 ,1758.7000 ,1765.6700 ,1752.7000 ,1761.6400 ,3686290000.0000 ,20.0331 ,18.1043 ,1.9289 ,13.2800 ,0.45 ,0.3400 ,0.21 ,0.4300 ,0.2300 ,67.0000 ,0.6100 
2013-11-04,1767.9301 ,90.8060 ,88.4778 ,90.4663 ,1.0000 ,1.0000 ,1763.4000 ,1768.7800 ,1761.5601 ,1767.9301 ,3194870000.0000 ,20.0012 ,18.4837 ,1.5176 ,12.9300 ,0.45 ,0.3400 ,0.21 ,0.4300 ,0.2300 ,68.0000 ,0.5400 
2013-11-05,1762.9700 ,83.6077 ,85.2216 ,87.8434 ,1.0000 ,1.0000 ,1765.6700 ,1767.0300 ,1755.7600 ,1762.9700 ,3516680000.0000 ,19.3526 ,18.6575 ,0.6952 ,13.2700 ,0.45 ,0.3400 ,0.21 ,0.4300 ,0.2300 ,68.0000 ,0.5700 
2013-11-06,1770.4900 ,92.2586 ,85.7566 ,86.4854 ,1.0000 ,1.0000 ,1765.0000 ,1773.7400 ,1764.4000 ,1770.4900 ,3322100000.0000 ,19.2238 ,18.7707 ,0.4531 ,12.6700 ,0.45 ,0.3400 ,0.21 ,0.4300 ,0.2300 ,68.0000 ,0.5800 
2013-11-07,1747.1500 ,28.9008 ,75.8459 ,82.2747 ,1.0000 ,1.0000 ,1770.7400 ,1774.5400 ,1746.2000 ,1747.1500 ,4143200000.0000 ,17.0419 ,18.4249 ,-1.3831 ,13.9100 ,0.45 ,0.3300 ,0.22 ,0.4300 ,0.2400 ,68.0000 ,0.5700 
2013-11-08,1770.6100 ,86.7224 ,76.4591 ,79.3539 ,0.0000 ,1.0000 ,1748.3700 ,1770.7800 ,1747.6300 ,1770.6100 ,3837170000.0000 ,17.0097 ,18.1419 ,-1.1322 ,12.9000 ,0.45 ,0.3300 ,0.22 ,0.4300 ,0.2400 ,68.0000 ,0.5100 
2013-11-11,1771.8900 ,90.4091 ,76.3797 ,76.2282 ,0.0000 ,1.0000 ,1769.9600 ,1773.4399 ,1767.8500 ,1771.8900 ,2534060000.0000 ,16.8927 ,17.8921 ,-0.9994 ,12.5300 ,0.45 ,0.3300 ,0.22 ,0.4300 ,0.2400 ,67.0000 ,0.5200 
2013-11-12,1767.6899 ,78.3121 ,75.3206 ,76.0531 ,0.0000 ,1.0000 ,1769.5100 ,1771.7800 ,1762.2900 ,1767.6899 ,3221030000.0000 ,16.2735 ,17.5683 ,-1.2949 ,12.8200 ,0.45 ,0.3300 ,0.22 ,0.4300 ,0.2400 ,69.0000 ,0.5500 
2013-11-13,1782.0000 ,100.0000 ,76.8689 ,76.1897 ,0.0000 ,1.0000 ,1764.3700 ,1782.0000 ,1760.6400 ,1782.0000 ,3327480000.0000 ,16.7444 ,17.4036 ,-0.6591 ,12.5200 ,0.45 ,0.3300 ,0.22 ,0.4300 ,0.2400 ,70.0000 ,0.5600 
2013-11-14,1790.6200 ,97.9924 ,90.6872 ,80.9589 ,1.0000 ,1.0000 ,1782.7500 ,1791.5300 ,1780.2200 ,1790.6200 ,3139060000.0000 ,17.6102 ,17.4449 ,0.1653 ,12.3700 ,0.39 ,0.3300 ,0.27 ,0.4300 ,0.1200 ,70.0000 ,0.5900 
2013-11-15,1798.1801 ,99.9233 ,93.3274 ,86.9612 ,1.0000 ,1.0000 ,1790.6600 ,1798.2200 ,1790.6600 ,1798.1801 ,3254820000.0000 ,18.6910 ,17.6941 ,0.9969 ,12.1900 ,0.39 ,0.3300 ,0.27 ,0.4300 ,0.1200 ,71.0000 ,0.5500 
2013-11-18,1791.5300 ,80.7591 ,91.3974 ,91.8040 ,1.0000 ,1.0000 ,1798.8199 ,1802.3300 ,1788.0000 ,1791.5300 ,3168520000.0000 ,18.7942 ,17.9141 ,0.8801 ,13.1000 ,0.39 ,0.3300 ,0.27 ,0.4300 ,0.1200 ,71.0000 ,0.5800 
2013-11-19,1787.8700 ,74.2384 ,90.5826 ,91.7691 ,1.0000 ,1.0000 ,1790.7900 ,1795.5100 ,1784.7200 ,1787.8700 ,3224450000.0000 ,18.3689 ,18.0051 ,0.3639 ,13.3900 ,0.39 ,0.3300 ,0.27 ,0.4300 ,0.1200 ,67.0000 ,0.6900 
2013-11-20,1781.3700 ,62.6582 ,83.1143 ,88.3648 ,1.0000 ,1.0000 ,1789.5900 ,1795.7300 ,1777.2300 ,1781.3700 ,3109140000.0000 ,17.3079 ,17.8657 ,-0.5577 ,13.4000 ,0.39 ,0.3300 ,0.27 ,0.4300 ,0.1200 ,68.0000 ,0.6300 
2013-11-21,1795.8500 ,88.4554 ,81.2069 ,84.9679 ,1.0000 ,1.0000 ,1783.5200 ,1797.1600 ,1783.5200 ,1795.8500 ,3256630000.0000 ,17.4345 ,17.7794 ,-0.3449 ,12.6600 ,0.34 ,0.3600 ,0.29 ,0.4200 ,0.0500 ,68.0000 ,0.4800 
2013-11-22,1804.7600 ,99.8636 ,81.1950 ,81.8387 ,1.0000 ,1.0000 ,1797.2100 ,1804.8400 ,1794.7000 ,1804.7600 ,3055140000.0000 ,18.0457 ,17.8327 ,0.2130 ,12.2600 ,0.34 ,0.3600 ,0.29 ,0.4200 ,0.0500 ,68.0000 ,0.6000 
2013-11-25,1802.4800 ,90.9209 ,83.2273 ,81.8764 ,1.0000 ,1.0000 ,1806.3300 ,1808.1000 ,1800.5800 ,1802.4800 ,2998540000.0000 ,18.1371 ,17.8936 ,0.2435 ,12.7900 ,0.34 ,0.3600 ,0.29 ,0.4200 ,0.0500 ,66.0000 ,0.5400 
2013-11-26,1802.7500 ,90.8871 ,86.5570 ,83.6598 ,1.0000 ,1.0000 ,1802.8700 ,1808.4200 ,1800.7700 ,1802.7500 ,3427120000.0000 ,18.0235 ,17.9195 ,0.1040 ,12.8100 ,0.34 ,0.3600 ,0.29 ,0.4200 ,0.0500 ,64.0000 ,0.5400 
2013-11-27,1807.2300 ,98.0873 ,93.6429 ,87.8091 ,1.0000 ,1.0000 ,1803.4800 ,1808.2700 ,1802.7700 ,1807.2300 ,2613590000.0000 ,18.0865 ,17.9529 ,0.1336 ,12.9800 ,0.34 ,0.3600 ,0.29 ,0.4200 ,0.0500 ,67.0000 ,0.6000 
2013-11-29,1805.8101 ,88.2585 ,93.6035 ,91.2678 ,1.0000 ,1.0000 ,1808.6899 ,1813.5500 ,1803.9800 ,1805.8101 ,1598300000.0000 ,17.8165 ,17.9257 ,-0.1092 ,13.7000 ,0.34 ,0.3600 ,0.29 ,0.4200 ,0.0500 ,70.0000 ,0.4800 
2013-12-02,1800.9000 ,76.0914 ,88.8491 ,92.0318 ,1.0000 ,1.0000 ,1806.5500 ,1810.0200 ,1798.6000 ,1800.9000 ,3095430000.0000 ,17.0102 ,17.7426 ,-0.7323 ,14.2300 ,0.34 ,0.3600 ,0.29 ,0.4200 ,0.0500 ,66.0000 ,0.5100 
2013-12-03,1795.1500 ,65.2239 ,83.7097 ,88.7207 ,1.0000 ,1.0000 ,1800.1000 ,1800.1000 ,1787.8500 ,1795.1500 ,3475680000.0000 ,15.7260 ,17.3392 ,-1.6133 ,14.5500 ,0.34 ,0.3600 ,0.29 ,0.4200 ,0.0500 ,65.0000 ,0.6100 
2013-12-04,1792.8101 ,60.8014 ,77.6925 ,83.4171 ,1.0000 ,1.0000 ,1793.1500 ,1799.8000 ,1779.0900 ,1792.8101 ,3610540000.0000 ,14.3539 ,16.7422 ,-2.3883 ,14.7000 ,0.34 ,0.3600 ,0.29 ,0.4200 ,0.0500 ,65.0000 ,0.5600 
2013-12-05,1785.0300 ,21.4759 ,62.3702 ,74.5908 ,0.0000 ,1.0000 ,1792.8199 ,1792.8199 ,1783.3800 ,1785.0300 ,3336880000.0000 ,12.4948 ,15.8927 ,-3.3979 ,15.0800 ,0.43 ,0.3000 ,0.28 ,0.4400 ,0.1500 ,57.0000 ,0.5200 
2013-12-06,1805.0900 ,76.7069 ,60.0599 ,66.7076 ,0.0000 ,1.0000 ,1788.3600 ,1806.0400 ,1788.3600 ,1805.0900 ,3150030000.0000 ,12.4960 ,15.2134 ,-2.7174 ,13.7900 ,0.43 ,0.3000 ,0.28 ,0.4400 ,0.1500 ,63.0000 ,0.5300 
2013-12-09,1808.3700 ,85.7378 ,61.9892 ,61.4731 ,0.0000 ,1.0000 ,1806.2100 ,1811.5200 ,1806.2100 ,1808.3700 ,3129500000.0000 ,12.6162 ,14.6939 ,-2.0777 ,13.4900 ,0.43 ,0.3000 ,0.28 ,0.4400 ,0.1500 ,53.0000 ,0.6200 
2013-12-10,1802.6200 ,69.9063 ,62.9256 ,61.6582 ,0.0000 ,1.0000 ,1807.6000 ,1808.5200 ,1801.7500 ,1802.6200 ,3117150000.0000 ,12.1079 ,14.1767 ,-2.0688 ,13.9100 ,0.43 ,0.3000 ,0.28 ,0.4400 ,0.1500 ,52.0000 ,0.5800 
2013-12-11,1782.2200 ,13.7389 ,53.5131 ,59.4760 ,0.0000 ,1.0000 ,1802.7600 ,1802.9700 ,1780.0900 ,1782.2200 ,3472240000.0000 ,9.9443 ,13.3302 ,-3.3859 ,15.4200 ,0.43 ,0.3000 ,0.28 ,0.4400 ,0.1500 ,51.0000 ,0.6200 
2013-12-12,1775.5000 ,7.8022 ,50.7784 ,55.7391 ,0.0000 ,1.0000 ,1781.7100 ,1782.9900 ,1772.2800 ,1775.5000 ,3306640000.0000 ,7.5998 ,12.1842 ,-4.5843 ,15.5400 ,0.41 ,0.3400 ,0.25 ,0.4300 ,0.1600 ,43.0000 ,0.5300 
2013-12-13,1775.3199 ,7.3659 ,36.9102 ,47.0673 ,0.0000 ,0.0000 ,1777.9800 ,1780.9200 ,1772.4500 ,1775.3199 ,3061070000.0000 ,5.6620 ,10.8797 ,-5.2177 ,15.7600 ,0.41 ,0.3400 ,0.25 ,0.4300 ,0.1600 ,38.0000 ,0.6700 
2013-12-16,1786.5400 ,34.5530 ,26.6733 ,38.1206 ,0.0000 ,0.0000 ,1777.4800 ,1792.2200 ,1777.4800 ,1786.5400 ,3209890000.0000 ,4.9743 ,9.6986 ,-4.7243 ,16.0300 ,0.41 ,0.3400 ,0.25 ,0.4300 ,0.1600 ,45.0000 ,0.5000 
